Order_ID,Size,Machine,Processing_Time,Finish_Time
13293,16,A,17.8,146672.55000000005
13294,59,B,23.1,146779.90000000005
13295,69,C,38.98550724637681,146775.75344115848
13296,81,C,34.691358024691354,146810.44479918317
13297,42,A,93.2,146765.75000000006
13298,51,B,15.1,146795.00000000006
13299,30,A,50.0,146815.75000000006
13300,66,B,40.6,146835.60000000006
13301,49,B,15.1,146850.70000000007
13302,4,A,5.8,146821.55000000005
13303,40,C,60.0,146870.44479918317
13304,74,C,37.02702702702703,146907.4718262102
13305,10,A,10.0,146831.55000000005
13306,84,C,33.80952380952381,146941.28135001974
13307,56,B,18.6,146869.30000000008
13308,87,C,32.98850574712644,146974.26985576688
13309,93,C,31.50537634408602,147005.77523211096
13310,78,B,93.4,146962.70000000007
13311,79,C,35.31645569620253,147041.09168780717
13312,39,A,81.05,146912.60000000003
13313,35,A,66.25,146978.85000000003
13314,63,B,31.900000000000002,146994.60000000006
13315,94,C,31.27659574468085,147072.36828355186
13316,17,A,19.450000000000003,146998.30000000005
13317,7,A,7.45,147005.75000000006
13318,92,C,31.73913043478261,147104.10741398664
13319,55,B,17.5,147012.10000000006
13320,69,B,51.1,147063.20000000007
13321,89,C,32.47191011235955,147136.579324099
13322,8,A,8.2,147013.95000000007
13323,79,B,99.10000000000001,147162.30000000008
13324,82,C,34.390243902439025,147170.96956800146
13325,42,A,93.2,147107.15000000008
13326,20,A,25.0,147132.15000000008
13327,58,B,21.4,147183.70000000007
13328,4,A,5.8,147137.95000000007
13329,27,A,41.45,147179.40000000008
13330,59,B,23.1,147206.80000000008
13331,47,B,15.9,147222.70000000007
13332,55,C,46.36363636363637,147217.3332043651
13333,67,C,39.85074626865672,147257.18395063377
13334,15,A,16.25,147195.65000000008
13335,24,A,33.8,147229.45000000007
13336,23,A,31.450000000000003,147260.90000000008
13337,60,B,25.0,147247.70000000007
13338,71,C,38.16901408450704,147295.35296471827
13339,79,C,35.31645569620253,147330.6694204145
13340,53,B,15.9,147263.60000000006
13341,57,B,19.9,147283.50000000006
13342,86,C,33.25581395348837,147363.92523436798
13343,97,C,30.61855670103093,147394.543791069
13344,94,C,31.27659574468085,147425.8203868137
13345,21,A,27.05,147287.95000000007
13346,30,A,50.0,147337.95000000007
13347,94,C,31.27659574468085,147457.09698255837
13348,70,B,55.0,147338.50000000006
13349,12,A,12.2,147350.15000000008
13350,32,B,47.4,147385.90000000005
13351,89,C,32.47191011235955,147489.56889267074
13352,95,C,31.05263157894737,147520.6215242497
13353,29,A,47.050000000000004,147397.20000000007
13354,17,A,19.450000000000003,147416.65000000008
13355,42,B,21.4,147407.30000000005
13356,33,B,43.900000000000006,147451.20000000004
13357,5,A,6.25,147422.90000000008
13358,90,C,32.22222222222222,147552.84374647192
13359,46,B,16.6,147467.80000000005
13360,13,A,13.450000000000001,147436.3500000001
13361,8,A,8.2,147444.5500000001
13362,4,A,5.8,147450.3500000001
13363,31,A,53.050000000000004,147503.40000000008
13364,90,C,32.22222222222222,147585.06596869414
13365,48,B,15.4,147483.20000000004
13366,69,B,51.1,147534.30000000005
13367,80,C,35.0,147620.06596869414
13368,73,B,67.9,147602.20000000004
13369,77,C,35.97402597402598,147656.03999466816
13370,97,C,30.61855670103093,147686.65855136918
13371,85,C,33.529411764705884,147720.18796313388
13372,49,B,15.1,147617.30000000005
13373,83,B,123.9,147741.20000000004
13374,70,A,250.0,147753.40000000008
13375,14,A,14.8,147768.20000000007
13376,16,A,17.8,147786.00000000006
13377,67,C,39.85074626865672,147760.03870940255
13378,43,B,19.9,147761.10000000003
13379,56,B,18.6,147779.70000000004
13380,92,C,31.73913043478261,147791.77783983733
13381,24,A,33.8,147819.80000000005
13382,87,C,32.98850574712644,147824.76634558447
13383,73,B,67.9,147847.60000000003
13384,67,C,39.85074626865672,147864.61709185314
13385,27,A,41.45,147861.25000000006
13386,73,C,37.397260273972606,147902.01435212712
13387,6,A,6.8,147868.05000000005
13388,6,A,6.8,147874.85000000003
13389,12,A,12.2,147887.05000000005
13390,11,A,11.05,147898.10000000003
13391,55,B,17.5,147865.10000000003
13392,90,C,32.22222222222222,147934.23657434934
13393,55,B,17.5,147882.60000000003
13394,26,A,38.800000000000004,147936.90000000002
13395,18,A,21.2,147958.10000000003
13396,39,B,27.1,147909.70000000004
13397,31,B,51.1,147960.80000000005
13398,87,C,32.98850574712644,147967.22508009648
13399,54,B,16.6,147977.40000000005
13400,89,C,32.47191011235955,147999.69699020885
13401,82,C,34.390243902439025,148034.0872341113
13402,33,A,59.45,148017.55000000005
13403,16,A,17.8,148035.35000000003
13404,89,C,32.47191011235955,148066.55914422366
13405,18,A,21.2,148056.55000000005
13406,69,B,51.1,148028.50000000006
13407,77,C,35.97402597402598,148102.53317019768
13408,33,B,43.900000000000006,148072.40000000005
13409,91,C,31.978021978021978,148134.5111921757
13410,16,A,17.8,148074.35000000003
13411,48,B,15.4,148087.80000000005
13412,25,A,36.25,148110.60000000003
13413,86,C,33.25581395348837,148167.7670061292
13414,90,C,32.22222222222222,148199.98922835142
13415,67,B,43.900000000000006,148131.70000000004
13416,73,B,67.9,148199.60000000003
13417,64,B,34.6,148234.20000000004
13418,40,A,85.0,148195.60000000003
13419,6,A,6.8,148202.40000000002
13420,72,C,37.77777777777778,148237.7670061292
13421,37,B,31.900000000000002,148266.10000000003
13422,68,C,39.41176470588235,148277.17877083507
13423,69,C,38.98550724637681,148316.16427808144
13424,16,A,17.8,148220.2
13425,83,C,34.096385542168676,148350.2606636236
13426,94,C,31.27659574468085,148381.53725936828
13427,9,A,9.05,148229.25
13428,70,B,55.0,148321.10000000003
13429,73,B,67.9,148389.00000000003
13430,57,A,167.45000000000002,148396.7
13431,11,A,11.05,148407.75
13432,13,A,13.450000000000001,148421.2
13433,79,C,35.31645569620253,148416.8537150645
13434,49,B,15.1,148404.10000000003
13435,49,B,15.1,148419.20000000004
13436,65,B,37.5,148456.70000000004
13437,36,C,65.55555555555556,148482.40927062006
13438,33,A,59.45,148480.65000000002
13439,28,B,63.400000000000006,148520.10000000003
13440,41,C,58.78048780487805,148541.18975842494
13441,39,B,27.1,148547.20000000004
13442,22,A,29.200000000000003,148509.85000000003
13443,77,C,35.97402597402598,148577.16378439896
13444,61,B,27.1,148574.30000000005
13445,97,C,30.61855670103093,148607.78234109998
13446,58,B,21.4,148595.70000000004
13447,14,A,14.8,148524.65000000002
13448,91,C,31.978021978021978,148639.760363078
13449,82,C,34.390243902439025,148674.15060698046
13450,99,C,30.2020202020202,148704.35262718247
13451,20,A,25.0,148549.65000000002
13452,41,B,23.1,148618.80000000005
13453,94,C,31.27659574468085,148735.62922292715
13454,54,B,16.6,148635.40000000005
13455,47,B,15.9,148651.30000000005
13456,73,B,67.9,148719.20000000004
13457,33,A,59.45,148609.10000000003
13458,31,A,53.050000000000004,148662.15000000002
13459,71,C,38.16901408450704,148773.79823701165
13460,35,A,66.25,148728.40000000002
13461,24,A,33.8,148762.2
13462,49,B,15.1,148734.30000000005
13463,24,A,33.8,148796.0
13464,19,A,23.05,148819.05
13465,66,B,40.6,148774.90000000005
13466,59,B,23.1,148798.00000000006
13467,79,C,35.31645569620253,148809.11469270787
13468,30,B,55.0,148853.00000000006
13469,18,A,21.2,148840.25
13470,68,C,39.41176470588235,148848.52645741374
13471,18,A,21.2,148861.45
13472,38,B,29.4,148882.40000000005
13473,10,A,10.0,148871.45
13474,93,C,31.50537634408602,148880.03183375782
13475,51,B,15.1,148897.50000000006
13476,56,B,18.6,148916.10000000006
13477,42,B,21.4,148937.50000000006
13478,26,A,38.800000000000004,148910.25
13479,1,A,5.05,148915.3
13480,70,C,38.57142857142857,148918.60326232924
13481,66,C,40.303030303030305,148958.90629263228
13482,84,C,33.80952380952381,148992.7158164418
13483,32,A,56.2,148971.5
13484,15,A,16.25,148987.75
13485,91,C,31.978021978021978,149024.69383841983
13486,96,C,30.833333333333332,149055.52717175317
13487,26,B,72.6,149010.10000000006
13488,31,A,53.050000000000004,149040.8
13489,31,B,51.1,149061.20000000007
13490,3,A,5.45,149046.25
13491,28,A,44.2,149090.45
13492,80,C,35.0,149090.52717175317
13493,30,B,55.0,149116.20000000007
13494,90,C,32.22222222222222,149122.7493939754
13495,76,C,36.315789473684205,149159.06518344907
13496,12,A,12.2,149102.65000000002
13497,13,A,13.450000000000001,149116.10000000003
13498,92,C,31.73913043478261,149190.80431388385
13499,81,C,34.691358024691354,149225.49567190855
13500,87,C,32.98850574712644,149258.4841776557
13501,78,B,93.4,149209.60000000006
13502,7,A,7.45,149123.55000000005
13503,76,B,82.60000000000001,149292.20000000007
13504,55,A,156.25,149279.80000000005
13505,47,B,15.9,149308.10000000006
13506,31,A,53.050000000000004,149332.85000000003
13507,81,C,34.691358024691354,149293.17553568038
13508,47,B,15.9,149324.00000000006
13509,39,B,27.1,149351.10000000006
13510,74,C,37.02702702702703,149330.20256270742
13511,58,B,21.4,149372.50000000006
13512,49,C,50.816326530612244,149381.01888923804
13513,42,B,21.4,149393.90000000005
13514,29,A,47.050000000000004,149379.90000000002
13515,50,B,15.0,149408.90000000005
13516,70,C,38.57142857142857,149419.59031780946
13517,40,B,25.0,149433.90000000005
13518,89,C,32.47191011235955,149452.06222792182
13519,81,C,34.691358024691354,149486.7535859465
13520,25,A,36.25,149416.15000000002
13521,41,B,23.1,149457.00000000006
13522,20,A,25.0,149441.15000000002
13523,58,B,21.4,149478.40000000005
13524,75,C,36.66666666666667,149523.42025261317
13525,88,C,32.72727272727273,149556.14752534044
13526,94,C,31.27659574468085,149587.42412108512
13527,19,A,23.05,149464.2
13528,35,B,37.5,149515.90000000005
13529,81,C,34.691358024691354,149622.1154791098
13530,64,B,34.6,149550.50000000006
13531,6,A,6.8,149471.0
13532,52,B,15.4,149565.90000000005
13533,83,C,34.096385542168676,149656.21186465197
13534,80,B,105.0,149670.90000000005
13535,20,A,25.0,149496.0
13536,19,A,23.05,149519.05
13537,83,C,34.096385542168676,149690.30825019412
13538,77,C,35.97402597402598,149726.28227616815
13539,91,C,31.978021978021978,149758.26029814617
13540,93,C,31.50537634408602,149789.76567449025
13541,98,C,30.408163265306122,149820.17383775554
13542,97,C,30.61855670103093,149850.79239445657
13543,90,B,175.0,149845.90000000005
13544,51,A,135.05,149654.09999999998
13545,99,C,30.2020202020202,149880.99441465858
13546,9,A,9.05,149663.14999999997
13547,64,A,209.8,149872.94999999995
13548,52,B,15.4,149861.30000000005
13549,31,B,51.1,149912.40000000005
13550,57,C,45.08771929824562,149926.08213395684
13551,33,A,59.45,149932.39999999997
13552,87,C,32.98850574712644,149959.07063970398
13553,61,B,27.1,149939.50000000006
13554,56,B,18.6,149958.10000000006
13555,3,A,5.45,149937.84999999998
13556,61,B,27.1,149985.20000000007
13557,17,A,19.450000000000003,149957.3
13558,59,C,43.898305084745765,150002.96894478874
13559,4,A,5.8,149963.09999999998
13560,28,A,44.2,150007.3
13561,12,A,12.2,150019.5
13562,48,B,15.4,150000.60000000006
13563,75,C,36.66666666666667,150039.6356114554
13564,5,A,6.25,150025.75
13565,91,C,31.978021978021978,150071.61363343342
13566,85,C,33.529411764705884,150105.1430451981
13567,80,B,105.0,150105.60000000006
13568,43,A,97.45,150123.2
13569,26,A,38.800000000000004,150162.0
13570,74,C,37.02702702702703,150142.17007222516
13571,96,C,30.833333333333332,150173.0034055585
13572,39,B,27.1,150132.70000000007
13573,62,B,29.4,150162.10000000006
13574,57,B,19.9,150182.00000000006
13575,72,C,37.77777777777778,150210.78118333628
13576,15,A,16.25,150178.25
13577,16,A,17.8,150196.05
13578,67,B,43.900000000000006,150225.90000000005
13579,63,C,41.74603174603175,150252.52721508231
13580,97,C,30.61855670103093,150283.14577178334
13581,44,B,18.6,150244.50000000006
13582,1,A,5.05,150201.09999999998
13583,36,A,69.8,150270.89999999997
13584,60,B,25.0,150269.50000000006
13585,85,C,33.529411764705884,150316.67518354804
13586,86,C,33.25581395348837,150349.93099750153
13587,15,A,16.25,150287.14999999997
13588,35,B,37.5,150307.00000000006
13589,11,A,11.05,150298.19999999995
13590,56,B,18.6,150325.60000000006
13591,49,B,15.1,150340.70000000007
13592,14,A,14.8,150312.99999999994
13593,55,B,17.5,150358.20000000007
13594,30,A,50.0,150362.99999999994
13595,61,B,27.1,150385.30000000008
13596,72,C,37.77777777777778,150387.70877527932
13597,55,B,17.5,150402.80000000008
13598,68,C,39.41176470588235,150427.1205399852
13599,40,B,25.0,150427.80000000008
13600,9,A,9.05,150372.04999999993
13601,63,B,31.900000000000002,150459.70000000007
13602,9,A,9.05,150381.09999999992
13603,51,B,15.1,150474.80000000008
13604,56,C,45.714285714285715,150472.83482569948
13605,63,B,31.900000000000002,150506.70000000007
13606,60,C,43.333333333333336,150516.16815903282
13607,83,C,34.096385542168676,150550.26454457498
13608,22,A,29.200000000000003,150410.29999999993
13609,15,A,16.25,150426.54999999993
13610,83,C,34.096385542168676,150584.36093011714
13611,78,B,93.4,150600.10000000006
13612,58,A,173.20000000000002,150599.74999999994
13613,11,A,11.05,150610.79999999993
13614,4,A,5.8,150616.59999999992
13615,49,B,15.1,150615.20000000007
13616,66,C,40.303030303030305,150624.66396042018
13617,57,B,19.9,150635.10000000006
13618,27,A,41.45,150658.04999999993
13619,30,B,55.0,150690.10000000006
13620,98,C,30.408163265306122,150655.07212368547
13621,69,C,38.98550724637681,150694.05763093184
13622,10,A,10.0,150668.04999999993
13623,52,B,15.4,150705.50000000006
13624,21,A,27.05,150695.09999999992
13625,11,A,11.05,150706.1499999999
13626,78,C,35.64102564102564,150729.69865657287
13627,43,B,19.9,150725.40000000005
13628,9,A,9.05,150715.1999999999
13629,100,C,30.0,150759.69865657287
13630,99,C,30.2020202020202,150789.90067677488
13631,88,C,32.72727272727273,150822.62794950214
13632,3,A,5.45,150720.6499999999
13633,38,B,29.4,150754.80000000005
13634,77,B,87.9,150842.70000000004
13635,43,A,97.45,150818.09999999992
13636,90,C,32.22222222222222,150854.85017172436
13637,11,A,11.05,150829.1499999999
13638,75,C,36.66666666666667,150891.51683839102
13639,1,A,5.05,150834.1999999999
13640,45,B,17.5,150860.20000000004
13641,57,B,19.9,150880.10000000003
13642,28,A,44.2,150878.3999999999
13643,94,C,31.27659574468085,150922.7934341357
13644,63,B,31.900000000000002,150912.00000000003
13645,1,A,5.05,150883.4499999999
13646,50,B,15.0,150927.00000000003
13647,29,A,47.050000000000004,150930.49999999988
13648,55,B,17.5,150944.50000000003
13649,99,C,30.2020202020202,150952.9954543377
13650,36,B,34.6,150979.10000000003
13651,56,B,18.6,150997.70000000004
13652,2,A,5.2,150935.6999999999
13653,94,C,31.27659574468085,150984.2720500824
13654,14,A,14.8,150950.49999999988
13655,12,A,12.2,150962.6999999999
13656,16,A,17.8,150980.49999999988
13657,43,B,19.9,151017.60000000003
13658,95,C,31.05263157894737,151015.32468166135
13659,10,A,10.0,150990.49999999988
13660,100,C,30.0,151045.32468166135
13661,58,B,21.4,151039.00000000003
13662,5,A,6.25,150996.74999999988
13663,28,A,44.2,151040.9499999999
13664,71,C,38.16901408450704,151083.49369574586
13665,40,B,25.0,151064.00000000003
13666,63,B,31.900000000000002,151095.90000000002
13667,94,C,31.27659574468085,151114.77029149054
13668,74,C,37.02702702702703,151151.79731851758
13669,11,A,11.05,151051.99999999988
13670,42,B,21.4,151117.30000000002
13671,92,C,31.73913043478261,151183.53644895236
13672,36,A,69.8,151121.79999999987
13673,47,B,15.9,151133.2
13674,75,B,77.5,151210.7
13675,64,C,41.25,151224.78644895236
13676,99,C,30.2020202020202,151254.98846915437
13677,93,C,31.50537634408602,151286.49384549845
13678,8,A,8.2,151129.99999999988
13679,52,B,15.4,151226.1
13680,75,B,77.5,151303.6
13681,28,A,44.2,151174.1999999999
13682,17,A,19.450000000000003,151193.6499999999
13683,14,A,14.8,151208.4499999999
13684,89,C,32.47191011235955,151318.9657556108
13685,80,C,35.0,151353.9657556108
13686,71,B,59.1,151362.7
13687,7,A,7.45,151215.8999999999
13688,90,C,32.22222222222222,151386.18797783303
13689,64,B,34.6,151397.30000000002
13690,62,A,197.20000000000002,151413.09999999992
13691,88,C,32.72727272727273,151418.9152505603
13692,100,C,30.0,151448.9152505603
13693,3,A,5.45,151418.54999999993
13694,88,C,32.72727272727273,151481.64252328756
13695,85,C,33.529411764705884,151515.17193505226
13696,74,B,72.6,151469.90000000002
13697,93,C,31.50537634408602,151546.67731139634
13698,19,A,23.05,151441.59999999992
13699,90,C,32.22222222222222,151578.89953361856
13700,9,A,9.05,151450.6499999999
13701,81,B,111.10000000000001,151581.00000000003
13702,29,A,47.050000000000004,151497.6999999999
13703,18,A,21.2,151518.8999999999
13704,85,C,33.529411764705884,151612.42894538326
13705,69,B,51.1,151632.10000000003
13706,15,A,16.25,151535.1499999999
13707,41,A,89.05000000000001,151624.1999999999
13708,65,C,40.769230769230774,151653.19817615248
13709,22,A,29.200000000000003,151653.3999999999
13710,86,C,33.25581395348837,151686.45399010598
13711,82,C,34.390243902439025,151720.84423400843
13712,14,A,14.8,151668.1999999999
13713,28,B,63.400000000000006,151695.50000000003
13714,63,B,31.900000000000002,151727.40000000002
13715,77,C,35.97402597402598,151756.81825998245
13716,9,A,9.05,151677.24999999988
13717,8,A,8.2,151685.4499999999
13718,16,A,17.8,151703.24999999988
13719,13,A,13.450000000000001,151716.6999999999
13720,27,A,41.45,151758.1499999999
13721,10,A,10.0,151768.1499999999
13722,86,C,33.25581395348837,151790.07407393595
13723,2,A,5.2,151773.34999999992
13724,12,A,12.2,151785.54999999993
13725,98,C,30.408163265306122,151820.48223720124
13726,70,B,55.0,151782.40000000002
13727,24,A,33.8,151819.34999999992
13728,54,B,16.6,151799.00000000003
13729,4,A,5.8,151825.1499999999
13730,20,A,25.0,151850.1499999999
13731,85,C,33.529411764705884,151854.01164896594
13732,4,A,5.8,151855.9499999999
13733,31,B,51.1,151850.10000000003
13734,93,C,31.50537634408602,151885.51702531002
13735,72,B,63.400000000000006,151913.50000000003
13736,41,B,23.1,151936.60000000003
13737,62,C,42.25806451612903,151927.77508982614
13738,27,A,41.45,151897.3999999999
13739,99,C,30.2020202020202,151957.97711002815
13740,11,A,11.05,151908.4499999999
13741,19,A,23.05,151931.49999999988
13742,81,C,34.691358024691354,151992.66846805284
13743,11,A,11.05,151942.54999999987
13744,80,C,35.0,152027.66846805284
13745,68,B,47.4,151984.00000000003
13746,52,B,15.4,151999.40000000002
13747,85,C,33.529411764705884,152061.19787981754
13748,18,A,21.2,151963.74999999988
13749,57,B,19.9,152019.30000000002
13750,65,B,37.5,152056.80000000002
13751,86,C,33.25581395348837,152094.45369377104
13752,26,A,38.800000000000004,152002.54999999987
13753,40,B,25.0,152081.80000000002
13754,64,B,34.6,152116.40000000002
13755,77,C,35.97402597402598,152130.42771974506
13756,57,B,19.9,152136.30000000002
13757,3,A,5.45,152007.99999999988
13758,5,A,6.25,152014.24999999988
13759,3,A,5.45,152019.6999999999
13760,53,B,15.9,152152.2
13761,1,A,5.05,152024.74999999988
13762,63,C,41.74603174603175,152172.1737514911
13763,48,A,120.2,152144.9499999999
13764,42,B,21.4,152173.6
13765,94,C,31.27659574468085,152203.45034723578
13766,26,A,38.800000000000004,152183.74999999988
13767,90,C,32.22222222222222,152235.672569458
13768,66,B,40.6,152214.2
13769,77,C,35.97402597402598,152271.64659543202
13770,22,A,29.200000000000003,152212.9499999999
13771,21,A,27.05,152239.99999999988
13772,86,C,33.25581395348837,152304.9024093855
13773,18,A,21.2,152261.1999999999
13774,55,B,17.5,152231.7
13775,64,B,34.6,152266.30000000002
13776,49,B,15.1,152281.40000000002
13777,31,A,53.050000000000004,152314.24999999988
13778,39,B,27.1,152308.50000000003
13779,70,C,38.57142857142857,152343.47383795693
13780,2,A,5.2,152319.4499999999
13781,34,B,40.6,152349.10000000003
13782,84,C,33.80952380952381,152377.28336176646
13783,82,C,34.390243902439025,152411.6736056689
13784,55,B,17.5,152366.60000000003
13785,74,B,72.6,152439.20000000004
13786,98,C,30.408163265306122,152442.0817689342
13787,63,B,31.900000000000002,152471.10000000003
13788,64,C,41.25,152483.3317689342
13789,37,A,73.45,152392.8999999999
13790,18,A,21.2,152414.09999999992
13791,66,B,40.6,152511.70000000004
13792,68,C,39.41176470588235,152522.74353364008
13793,48,B,15.4,152527.10000000003
13794,89,C,32.47191011235955,152555.21544375244
13795,58,B,21.4,152548.50000000003
13796,41,A,89.05000000000001,152503.1499999999
13797,99,C,30.2020202020202,152585.41746395445
13798,31,A,53.050000000000004,152556.1999999999
13799,51,B,15.1,152563.60000000003
13800,19,A,23.05,152579.24999999988
13801,36,B,34.6,152598.20000000004
13802,7,A,7.45,152586.6999999999
13803,76,C,36.315789473684205,152621.73325342813
13804,24,A,33.8,152620.49999999988
13805,19,A,23.05,152643.54999999987
13806,42,B,21.4,152619.60000000003
13807,77,C,35.97402597402598,152657.70727940215
13808,31,B,51.1,152670.70000000004
13809,28,A,44.2,152687.74999999988
13810,66,C,40.303030303030305,152698.0103097052
13811,88,C,32.72727272727273,152730.73758243246
13812,46,B,16.6,152687.30000000005
13813,7,A,7.45,152695.1999999999
13814,75,B,77.5,152764.80000000005
13815,65,C,40.769230769230774,152771.50681320167
13816,4,A,5.8,152700.99999999988
13817,44,B,18.6,152783.40000000005
13818,92,C,31.73913043478261,152803.24594363646
13819,77,C,35.97402597402598,152839.21996961048
13820,22,A,29.200000000000003,152730.1999999999
13821,30,A,50.0,152780.1999999999
13822,63,B,31.900000000000002,152815.30000000005
13823,65,B,37.5,152852.80000000005
13824,45,B,17.5,152870.30000000005
13825,8,A,8.2,152788.3999999999
13826,82,C,34.390243902439025,152873.61021351293
13827,69,C,38.98550724637681,152912.5957207593
13828,22,A,29.200000000000003,152817.59999999992
13829,51,B,15.1,152885.40000000005
13830,62,B,29.4,152914.80000000005
13831,66,C,40.303030303030305,152952.89875106234
13832,100,C,30.0,152982.89875106234
13833,77,B,87.9,153002.70000000004
13834,98,C,30.408163265306122,153013.30691432764
13835,15,A,16.25,152833.84999999992
13836,33,A,59.45,152893.29999999993
13837,14,A,14.8,152908.09999999992
13838,79,C,35.31645569620253,153048.62337002385
13839,77,C,35.97402597402598,153084.59739599787
13840,94,C,31.27659574468085,153115.87399174256
13841,33,A,59.45,152967.54999999993
13842,76,B,82.60000000000001,153085.30000000005
13843,59,B,23.1,153108.40000000005
13844,92,C,31.73913043478261,153147.61312217734
13845,92,C,31.73913043478261,153179.35225261212
13846,55,A,156.25,153123.79999999993
13847,34,B,40.6,153149.00000000006
13848,82,C,34.390243902439025,153213.74249651458
13849,43,B,19.9,153168.90000000005
13850,31,A,53.050000000000004,153176.84999999992
13851,9,A,9.05,153185.8999999999
13852,74,B,72.6,153241.50000000006
13853,58,C,44.48275862068966,153258.22525513527
13854,99,C,30.2020202020202,153288.42727533728
13855,71,B,59.1,153300.60000000006
13856,7,A,7.45,153193.34999999992
13857,18,A,21.2,153214.54999999993
13858,17,A,19.450000000000003,153233.99999999994
13859,70,C,38.57142857142857,153326.9987039087
13860,45,B,17.5,153318.10000000006
13861,14,A,14.8,153248.79999999993
13862,38,A,77.2,153325.99999999994
13863,100,C,30.0,153356.9987039087
13864,69,B,51.1,153369.20000000007
13865,71,C,38.16901408450704,153395.1677179932
13866,87,C,32.98850574712644,153428.15622374034
13867,69,B,51.1,153420.30000000008
13868,29,A,47.050000000000004,153373.04999999993
13869,15,A,16.25,153389.29999999993
13870,12,A,12.2,153401.49999999994
13871,51,B,15.1,153435.40000000008
13872,61,B,27.1,153462.5000000001
13873,2,A,5.2,153406.69999999995
13874,43,B,19.9,153482.40000000008
13875,24,A,33.8,153440.49999999994
13876,73,C,37.397260273972606,153465.55348401432
13877,8,A,8.2,153448.69999999995
13878,87,C,32.98850574712644,153498.54198976146
13879,69,B,51.1,153533.5000000001
13880,50,B,15.0,153548.5000000001
13881,38,A,77.2,153525.89999999997
13882,93,C,31.50537634408602,153530.04736610554
13883,27,A,41.45,153567.34999999998
13884,86,C,33.25581395348837,153563.30318005904
13885,42,B,21.4,153569.90000000008
13886,26,A,38.800000000000004,153606.14999999997
13887,46,B,16.6,153586.5000000001
13888,51,B,15.1,153601.6000000001
13889,62,C,42.25806451612903,153605.56124457516
13890,100,C,30.0,153635.56124457516
13891,19,A,23.05,153629.19999999995
13892,10,A,10.0,153639.19999999995
13893,49,B,15.1,153616.7000000001
13894,45,B,17.5,153634.2000000001
13895,53,B,15.9,153650.1000000001
13896,59,B,23.1,153673.2000000001
13897,69,C,38.98550724637681,153674.54675182153
13898,93,C,31.50537634408602,153706.0521281656
13899,56,B,18.6,153691.8000000001
13900,62,B,29.4,153721.2000000001
13901,37,A,73.45,153712.64999999997
13902,21,A,27.05,153739.69999999995
13903,77,C,35.97402597402598,153742.02615413963
13904,59,B,23.1,153744.3000000001
13905,57,B,19.9,153764.2000000001
13906,85,C,33.529411764705884,153775.55556590433
13907,90,C,32.22222222222222,153807.77778812655
13908,33,A,59.45,153799.14999999997
13909,8,A,8.2,153807.34999999998
13910,18,A,21.2,153828.55
13911,77,C,35.97402597402598,153843.75181410057
13912,44,B,18.6,153782.8000000001
13913,74,B,72.6,153855.4000000001
13914,63,C,41.74603174603175,153885.4978458466
13915,53,B,15.9,153871.3000000001
13916,82,C,34.390243902439025,153919.88808974906
13917,40,B,25.0,153896.3000000001
13918,87,C,32.98850574712644,153952.8765954962
13919,18,A,21.2,153849.75
13920,46,B,16.6,153912.9000000001
13921,15,A,16.25,153866.0
13922,14,A,14.8,153880.8
13923,22,A,29.200000000000003,153910.0
13924,23,A,31.450000000000003,153941.45
13925,54,B,16.6,153929.50000000012
13926,95,C,31.05263157894737,153983.92922707516
13927,61,B,27.1,153956.60000000012
13928,61,B,27.1,153983.70000000013
13929,42,B,21.4,154005.10000000012
13930,39,A,81.05,154022.5
13931,80,C,35.0,154018.92922707516
13932,11,A,11.05,154033.55
13933,86,C,33.25581395348837,154052.18504102866
13934,13,A,13.450000000000001,154047.0
13935,95,C,31.05263157894737,154083.23767260762
13936,59,B,23.1,154028.20000000013
13937,40,B,25.0,154053.20000000013
13938,78,C,35.64102564102564,154118.87869824865
13939,63,B,31.900000000000002,154085.10000000012
13940,92,C,31.73913043478261,154150.61782868343
13941,42,B,21.4,154106.50000000012
13942,6,A,6.8,154053.8
13943,4,A,5.8,154059.59999999998
13944,25,A,36.25,154095.84999999998
13945,100,C,30.0,154180.61782868343
13946,18,A,21.2,154117.05
13947,89,C,32.47191011235955,154213.0897387958
13948,98,C,30.408163265306122,154243.4979020611
13949,77,B,87.9,154194.4000000001
13950,69,B,51.1,154245.50000000012
13951,86,C,33.25581395348837,154276.7537160146
13952,58,B,21.4,154266.9000000001
13953,4,A,5.8,154122.84999999998
13954,94,C,31.27659574468085,154308.03031175927
13955,12,A,12.2,154135.05
13956,46,A,110.80000000000001,154245.84999999998
13957,6,A,6.8,154252.64999999997
13958,29,A,47.050000000000004,154299.69999999995
13959,16,A,17.8,154317.49999999994
13960,72,B,63.400000000000006,154330.3000000001
13961,97,C,30.61855670103093,154338.6488684603
13962,59,B,23.1,154353.4000000001
13963,60,B,25.0,154378.4000000001
13964,95,C,31.05263157894737,154369.70150003926
13965,15,A,16.25,154333.74999999994
13966,56,B,18.6,154397.00000000012
13967,84,C,33.80952380952381,154403.51102384878
13968,75,C,36.66666666666667,154440.17769051544
13969,10,A,10.0,154343.74999999994
13970,78,C,35.64102564102564,154475.81871615647
13971,35,A,66.25,154409.99999999994
13972,68,B,47.4,154444.4000000001
13973,88,C,32.72727272727273,154508.54598888374
13974,31,A,53.050000000000004,154463.04999999993
13975,54,B,16.6,154461.00000000012
13976,48,B,15.4,154476.4000000001
13977,36,B,34.6,154511.00000000012
