id,size
8242,87
8243,17
8244,18
8245,80
8246,100
8247,18
8248,13
8249,70
8250,55
8251,56
8252,83
8253,39
8254,83
8255,47
8256,41
8257,19
8258,54
8259,49
8260,70
8261,76
8262,58
8263,87
8264,49
8265,95
8266,58
8267,82
8268,24
8269,66
8270,96
8271,37
8272,79
8273,15
8274,70
8275,76
8276,17
8277,49
8278,41
8279,82
8280,57
8281,82
8282,21
8283,15
8284,45
8285,60
8286,46
8287,77
8288,71
8289,69
8290,85
8291,43
8292,67
8293,83
8294,3
8295,76
8296,47
8297,41
8298,69
8299,16
8300,68
8301,2
8302,88
8303,92
8304,5
8305,93
8306,28
8307,95
8308,70
8309,63
8310,78
8311,54
8312,62
8313,24
8314,65
8315,44
8316,51
8317,47
8318,96
8319,67
8320,64
8321,5
8322,7
8323,50
8324,7
8325,78
8326,19
8327,10
8328,45
8329,77
8330,33
8331,26
8332,23
8333,13
8334,82
8335,84
8336,4
8337,15
8338,16
8339,3
8340,73
8341,34
8342,92
8343,17
8344,30
8345,12
8346,82
8347,72
8348,42
8349,30
8350,25
8351,44
8352,20
8353,24
8354,43
8355,40
8356,5
8357,88
8358,98
8359,11
8360,15
8361,49
8362,38
8363,9
8364,48
8365,3
8366,77
8367,36
8368,70
8369,29
8370,15
8371,7
8372,18
8373,67
8374,69
8375,2
8376,71
8377,48
8378,60
8379,62
8380,39
8381,20
8382,75
8383,20
8384,16
8385,72
8386,58
8387,67
8388,68
8389,30
8390,59
8391,4
8392,56
8393,39
8394,39
8395,43
8396,6
8397,7
8398,34
8399,60
8400,65
8401,28
8402,23
8403,11
8404,92
8405,19
8406,17
8407,74
8408,60
8409,23
8410,65
8411,20
8412,31
8413,31
8414,69
8415,81
8416,75
8417,38
8418,4
8419,57
8420,28
8421,92
8422,98
8423,1
8424,61
8425,59
8426,46
8427,75
8428,52
8429,64
8430,22
8431,10
8432,96
8433,11
8434,72
8435,77
8436,57
8437,73
8438,93
8439,14
8440,100
8441,52
8442,29
8443,45
8444,51
8445,57
8446,93
8447,86
8448,62
8449,83
8450,58
8451,89
8452,27
8453,83
8454,83
8455,86
8456,73
8457,66
8458,48
8459,88
8460,73
8461,62
8462,15
8463,38
8464,20
8465,24
8466,88
8467,47
8468,42
8469,25
8470,88
8471,1
8472,83
8473,85
8474,54
8475,14
8476,5
8477,36
8478,83
8479,53
8480,75
8481,90
8482,85
8483,86
8484,6
8485,74
8486,46
8487,54
8488,15
8489,38
8490,60
8491,81
8492,88
8493,70
8494,26
8495,42
8496,4
8497,30
8498,73
8499,1
8500,38
8501,60
8502,39
8503,94
8504,4
8505,82
8506,22
8507,41
8508,69
8509,95
8510,5
8511,8
8512,29
8513,1
8514,69
8515,62
8516,29
8517,21
8518,1
8519,56
8520,50
8521,20
8522,42
8523,92
8524,29
8525,12
8526,19
8527,59
8528,80
8529,51
8530,18
8531,18
8532,1
8533,33
8534,34
8535,41
8536,21
8537,8
8538,68
8539,12
8540,59
8541,25
8542,100
8543,64
8544,33
8545,24
8546,80
8547,33
8548,64
8549,67
8550,68
8551,29
8552,37
8553,28
8554,89
8555,53
8556,74
8557,22
8558,67
8559,48
8560,30
8561,9
8562,43
8563,52
8564,72
8565,64
8566,74
8567,52
8568,26
8569,52
8570,66
8571,67
8572,33
8573,86
8574,89
8575,4
8576,66
8577,54
8578,38
8579,49
8580,8
8581,58
8582,98
8583,48
8584,35
8585,97
8586,41
8587,68
8588,18
8589,71
8590,13
8591,24
8592,73
8593,97
8594,48
8595,32
8596,29
8597,67
8598,37
8599,82
8600,4
8601,53
8602,39
8603,20
8604,82
8605,7
8606,33
8607,54
8608,15
8609,6
8610,24
8611,49
8612,91
8613,69
8614,89
8615,75
8616,9
8617,71
8618,84
8619,99
8620,17
8621,49
8622,57
8623,89
8624,6
8625,33
8626,97
8627,32
8628,18
8629,37
8630,50
8631,56
8632,64
8633,97
8634,65
8635,80
8636,24
8637,63
8638,9
8639,3
8640,28
8641,22
8642,51
8643,40
8644,74
8645,10
8646,47
8647,33
8648,25
8649,87
8650,78
8651,59
8652,78
8653,53
8654,56
8655,68
8656,28
8657,41
8658,52
8659,20
8660,27
8661,39
8662,57
8663,79
8664,6
8665,81
8666,70
8667,27
8668,20
8669,56
8670,44
8671,89
8672,81
8673,4
8674,76
8675,72
8676,44
8677,41
8678,10
8679,64
8680,84
8681,68
8682,48
8683,80
8684,94
8685,83
8686,10
8687,21
8688,49
8689,41
8690,8
8691,66
8692,62
8693,5
8694,6
8695,8
8696,98
8697,32
8698,45
8699,83
8700,3
8701,79
8702,75
8703,87
8704,7
8705,60
8706,79
8707,64
8708,94
8709,13
8710,20
8711,73
8712,9
8713,85
8714,18
8715,84
8716,4
8717,3
8718,76
8719,56
8720,79
8721,55
8722,80
8723,37
8724,22
8725,62
8726,98
8727,76
8728,61
8729,64
8730,75
8731,57
8732,79
8733,93
8734,23
8735,69
8736,25
8737,7
8738,93
8739,57
8740,80
8741,59
8742,42
8743,81
8744,33
8745,54
8746,4
8747,67
8748,29
8749,16
8750,16
8751,67
8752,17
8753,33
8754,37
8755,41
8756,10
8757,40
8758,34
8759,93
8760,69
8761,92
8762,84
8763,3
8764,36
8765,70
8766,41
8767,47
8768,57
8769,92
8770,100
8771,80
8772,29
8773,46
8774,100
8775,32
8776,17
8777,1
8778,1
8779,34
8780,26
8781,16
8782,13
8783,17
8784,3
8785,13
8786,95
8787,100
8788,68
8789,56
8790,65
8791,41
8792,71
8793,86
8794,38
8795,87
8796,44
8797,38
8798,42
8799,36
8800,68
8801,80
8802,70
8803,46
8804,25
8805,85
8806,45
8807,20
8808,29
8809,15
8810,65
8811,32
8812,80
8813,31
8814,14
8815,31
8816,70
8817,20
8818,99
8819,94
8820,61
8821,55
8822,38
8823,85
8824,95
8825,93
8826,61
8827,41
8828,21
8829,91
8830,67
8831,15
8832,49
8833,95
8834,78
8835,73
8836,82
8837,42
8838,47
8839,16
8840,60
8841,24
8842,21
8843,25
8844,31
8845,65
8846,50
8847,97
8848,5
8849,53
8850,12
8851,97
8852,70
8853,88
8854,17
8855,99
8856,95
8857,53
8858,2
8859,91
8860,59
8861,67
8862,12
8863,2
8864,87
8865,98
8866,12
8867,38
8868,22
8869,70
8870,48
8871,85
8872,71
8873,24
8874,99
8875,49
8876,19
8877,59
8878,55
8879,17
8880,57
8881,96
8882,65
8883,52
8884,67
8885,74
8886,52
8887,19
8888,57
8889,74
8890,100
8891,25
8892,61
8893,72
8894,16
8895,32
8896,56
8897,22
8898,61
8899,45
8900,46
8901,7
8902,88
8903,12
8904,24
8905,4
8906,31
8907,63
8908,23
8909,48
8910,33
8911,80
8912,95
8913,28
8914,44
8915,67
8916,55
8917,92
8918,60
8919,77
8920,13
8921,57
8922,2
8923,19
8924,96
8925,67
8926,57
8927,80
8928,6
8929,71
8930,12
8931,52
8932,49
8933,26
8934,18
8935,21
8936,67
8937,37
8938,54
8939,48
8940,28
8941,66
8942,97
8943,43
8944,56
8945,14
8946,71
8947,76
8948,3
8949,66
8950,35
8951,45
8952,6
8953,28
8954,66
8955,96
8956,15
8957,74
8958,72
8959,88
8960,7
8961,9
8962,39
8963,96
8964,54
8965,22
8966,84
8967,52
8968,15
8969,46
8970,28
8971,37
8972,12
8973,3
8974,49
8975,16
8976,68
8977,19
8978,71
8979,98
8980,6
8981,52
8982,16
8983,82
8984,42
8985,67
8986,22
8987,7
8988,81
8989,38
8990,88
8991,78
8992,88
8993,36
8994,37
8995,23
8996,22
8997,86
8998,56
8999,29
9000,5
9001,76
9002,59
9003,18
9004,17
9005,83
9006,87
9007,5
9008,21
9009,29
9010,38
9011,59
9012,36
9013,78
9014,30
9015,31
9016,73
9017,20
9018,12
9019,74
9020,93
9021,89
9022,83
9023,34
9024,28
9025,56
9026,75
9027,57
9028,68
9029,82
9030,97
9031,16
9032,84
9033,28
9034,68
9035,52
9036,64
9037,99
9038,1
9039,11
9040,61
9041,94
9042,23
9043,65
9044,72
9045,92
9046,8
9047,5
9048,67
9049,14
9050,76
9051,86
9052,56
9053,62
9054,19
9055,74
9056,57
9057,88
9058,90
9059,72
9060,75
9061,59
9062,45
9063,74
9064,98
9065,26
9066,92
9067,77
9068,73
9069,46
9070,83
9071,46
9072,42
9073,3
9074,69
9075,24
9076,49
9077,4
9078,30
9079,94
9080,58
9081,29
9082,10
9083,97
9084,13
9085,68
9086,29
9087,99
9088,97
9089,70
9090,96
9091,93
9092,10
9093,96
9094,19
9095,75
9096,14
9097,83
9098,69
9099,88
9100,22
9101,44
9102,87
9103,29
9104,30
9105,19
9106,62
9107,69
9108,30
9109,13
9110,31
9111,29
9112,37
9113,33
9114,27
9115,29
9116,84
9117,40
9118,58
9119,61
9120,35
9121,46
9122,65
9123,80
9124,22
9125,28
9126,65
9127,21
9128,69
9129,6
9130,36
9131,4
9132,63
9133,68
9134,100
9135,29
9136,69
9137,4
9138,52
9139,1
9140,31
9141,65
9142,12
9143,96
9144,70
9145,35
9146,95
9147,15
9148,68
9149,22
9150,12
9151,39
9152,27
9153,27
9154,80
9155,85
9156,32
9157,15
9158,55
9159,33
9160,75
9161,5
9162,91
9163,42
9164,38
9165,42
9166,54
9167,6
9168,70
9169,32
9170,62
9171,74
9172,8
9173,37
9174,5
9175,8
9176,80
9177,79
9178,77
9179,45
9180,55
9181,70
9182,24
9183,10
9184,96
9185,15
9186,12
9187,6
9188,32
9189,100
9190,80
9191,68
9192,65
9193,97
9194,70
9195,2
9196,93
9197,13
9198,45
9199,5
9200,91
9201,36
9202,37
9203,70
9204,54
9205,40
9206,24
9207,13
9208,55
9209,12
9210,50
9211,96
9212,34
9213,7
9214,51
9215,37
9216,25
9217,25
9218,66
9219,73
9220,12
9221,82
9222,27
9223,85
9224,29
9225,61
9226,13
9227,13
9228,74
9229,5
9230,33
9231,92
9232,90
9233,58
9234,91
9235,65
9236,33
9237,48
9238,61
9239,26
9240,96
9241,25
9242,75
9243,86
9244,83
9245,47
9246,99
9247,40
9248,72
9249,21
9250,27
9251,34
9252,57
9253,37
9254,59
9255,6
9256,25
9257,19
9258,83
9259,55
9260,74
9261,78
9262,98
9263,5
9264,54
9265,2
9266,1
9267,85
9268,11
9269,75
9270,92
9271,26
9272,45
9273,39
9274,7
9275,7
9276,32
9277,17
9278,92
9279,89
9280,51
9281,10
9282,95
9283,42
9284,25
9285,29
9286,38
9287,49
9288,36
9289,93
9290,66
9291,54
9292,73
9293,93
9294,92
9295,63
9296,84
9297,46
9298,29
9299,29
9300,29
9301,68
9302,11
9303,5
9304,1
9305,8
9306,91
9307,1
9308,58
9309,48
9310,51
9311,91
9312,100
9313,66
9314,80
9315,81
9316,84
9317,71
9318,4
9319,4
9320,34
9321,72
9322,98
9323,59
9324,32
9325,3
9326,48
9327,27
9328,51
9329,33
9330,70
9331,86
9332,64
9333,77
9334,9
9335,13
9336,72
9337,21
9338,28
9339,90
9340,85
9341,25
9342,55
9343,19
9344,47
9345,18
9346,81
9347,14
9348,88
9349,70
9350,15
9351,52
9352,31
9353,69
9354,41
9355,66
9356,73
9357,53
9358,41
9359,22
9360,75
9361,79
9362,34
9363,25
9364,21
9365,78
9366,30
9367,51
9368,55
9369,41
9370,52
9371,54
9372,57
9373,23
9374,47
9375,8
9376,69
9377,12
9378,92
9379,69
9380,62
9381,2
9382,53
9383,13
9384,65
9385,42
9386,31
9387,24
9388,75
9389,81
9390,73
9391,57
9392,35
9393,59
9394,72
9395,96
9396,30
9397,3
9398,71
9399,40
9400,81
9401,14
9402,56
9403,61
9404,61
9405,39
9406,89
9407,4
9408,38
9409,90
9410,6
9411,57
9412,42
9413,58
9414,84
9415,49
9416,44
9417,78
9418,62
9419,86
9420,95
9421,98
9422,36
9423,52
9424,3
9425,82
9426,38
9427,94
9428,44
9429,38
9430,96
9431,48
9432,40
9433,16
9434,20
9435,50
9436,29
9437,16
9438,54
9439,75
9440,26
9441,46
9442,98
9443,2
9444,17
9445,54
9446,46
9447,7
9448,23
9449,8
9450,85
9451,88
9452,68
9453,75
9454,19
9455,5
9456,27
9457,43
9458,2
9459,16
9460,9
9461,12
9462,77
9463,93
9464,74
9465,81
9466,76
9467,89
9468,16
9469,66
9470,48
9471,95
9472,23
9473,41
9474,96
9475,26
9476,40
9477,67
9478,57
9479,82
9480,54
9481,80
9482,28
9483,33
9484,28
9485,23
9486,42
9487,92
9488,51
9489,81
9490,6
9491,68
9492,69
9493,22
9494,20
9495,60
9496,82
9497,71
9498,19
9499,17
9500,61
9501,97
9502,77
9503,60
9504,95
9505,67
9506,11
9507,69
9508,98
9509,33
9510,3
9511,73
9512,77
9513,81
9514,72
9515,15
9516,23
9517,8
9518,62
9519,68
9520,83
9521,49
9522,55
9523,73
9524,98
9525,91
9526,26
9527,50
9528,1
9529,41
9530,18
9531,33
9532,77
9533,90
9534,34
9535,54
9536,78
9537,16
9538,56
9539,98
9540,29
9541,85
9542,36
9543,18
9544,91
9545,57
9546,26
9547,82
9548,15
9549,29
9550,46
9551,30
9552,40
9553,69
9554,61
9555,81
9556,66
9557,10
9558,9
9559,20
9560,65
9561,46
9562,3
9563,93
9564,3
9565,53
9566,83
9567,80
9568,25
9569,85
9570,60
9571,10
9572,49
9573,32
9574,99
9575,87
9576,56
9577,45
9578,92
9579,8
9580,64
9581,67
9582,97
9583,59
9584,59
9585,98
9586,46
9587,61
9588,86
9589,13
9590,36
9591,92
9592,52
9593,71
9594,35
9595,30
9596,11
9597,98
9598,71
9599,9
9600,10
9601,45
9602,24
9603,59
9604,20
9605,84
9606,15
9607,82
9608,11
9609,61
9610,79
9611,58
9612,61
9613,51
9614,64
9615,24
9616,68
9617,2
9618,39
9619,91
9620,67
9621,5
9622,39
9623,14
9624,82
9625,3
9626,68
9627,3
9628,85
9629,95
9630,25
9631,48
9632,46
9633,56
9634,86
9635,77
9636,37
9637,77
9638,47
9639,7
9640,86
9641,35
9642,63
9643,35
9644,93
9645,35
9646,75
9647,22
9648,78
9649,36
9650,82
9651,72
9652,59
9653,35
9654,56
9655,80
9656,13
9657,85
9658,60
9659,42
9660,9
9661,73
9662,37
9663,62
9664,98
9665,54
9666,56
9667,32
9668,60
9669,79
9670,56
9671,65
9672,32
9673,62
9674,74
9675,85
9676,24
9677,7
9678,100
9679,90
9680,47
9681,27
9682,37
9683,81
9684,75
9685,28
9686,77
9687,71
9688,44
9689,69
9690,70
9691,12
9692,60
9693,60
9694,28
9695,96
9696,84
9697,65
9698,58
9699,11
9700,95
9701,1
9702,14
9703,20
9704,56
9705,98
9706,12
9707,49
9708,60
9709,46
9710,19
9711,10
9712,42
9713,58
9714,19
9715,41
9716,50
9717,34
9718,69
9719,95
9720,41
9721,4
9722,91
9723,12
9724,49
9725,57
9726,75
9727,49
9728,68
9729,29
9730,2
9731,67
9732,45
9733,17
9734,90
9735,46
9736,29
9737,17
9738,49
9739,38
9740,23
9741,56
9742,59
9743,40
9744,85
9745,78
9746,53
9747,38
9748,69
9749,92
9750,77
9751,84
9752,25
9753,50
9754,86
9755,84
9756,9
9757,42
9758,1
9759,12
9760,57
9761,86
9762,42
9763,63
9764,51
9765,29
9766,86
9767,41
9768,40
9769,51
9770,92
9771,70
9772,80
9773,74
9774,56
9775,6
9776,29
9777,15
9778,59
9779,34
9780,14
9781,45
9782,13
9783,38
9784,35
9785,92
9786,26
9787,85
9788,49
9789,26
9790,56
9791,26
9792,65
9793,40
9794,67
9795,6
9796,99
9797,63
9798,74
9799,84
9800,80
9801,14
9802,75
9803,7
9804,24
9805,69
9806,58
9807,40
9808,12
9809,34
9810,42
9811,12
9812,16
9813,96
9814,24
9815,91
9816,37
9817,91
9818,70
9819,53
9820,93
9821,87
9822,6
9823,44
9824,3
9825,73
9826,69
9827,36
9828,91
9829,100
9830,45
9831,39
9832,64
9833,99
9834,8
9835,83
9836,95
9837,96
9838,31
9839,99
9840,37
9841,71
9842,25
9843,39
9844,16
9845,78
9846,6
9847,74
9848,67
9849,46
9850,34
9851,70
9852,78
9853,10
9854,32
9855,74
9856,15
9857,32
9858,100
9859,54
9860,65
9861,85
9862,51
9863,23
9864,71
9865,54
9866,6
9867,75
9868,97
9869,96
9870,18
9871,69
9872,43
9873,58
9874,61
9875,23
9876,73
9877,51
9878,87
9879,88
9880,46
9881,98
9882,31
9883,60
9884,25
9885,84
9886,35
9887,59
9888,23
9889,67
9890,88
9891,83
9892,62
9893,82
9894,17
9895,73
9896,70
9897,42
9898,58
9899,71
9900,73
9901,91
9902,91
9903,31
9904,71
9905,23
9906,89
9907,79
9908,60
9909,30
9910,11
9911,92
9912,45
9913,11
9914,17
9915,4
9916,57
9917,26
9918,60
9919,56
9920,89
9921,79
9922,79
9923,22
9924,51
9925,88
9926,58
9927,48
9928,56
9929,61
9930,49
9931,7
9932,2
9933,79
9934,70
9935,37
9936,98
9937,1
9938,89
9939,94
9940,91
9941,18
9942,85
9943,100
9944,45
9945,48
9946,91
9947,53
9948,97
9949,29
9950,4
9951,63
9952,64
9953,7
9954,72
9955,88
9956,78
9957,95
9958,4
9959,68
9960,63
9961,98
9962,18
9963,80
9964,81
9965,80
9966,29
9967,46
9968,27
9969,11
9970,96
9971,3
9972,63
9973,85
9974,47
9975,20
9976,88
9977,94
9978,55
9979,79
9980,27
9981,5
9982,97
9983,78
9984,68
9985,11
9986,82
9987,23
9988,60
9989,87
9990,36
9991,38
9992,35
9993,74
9994,4
9995,38
9996,56
9997,36
9998,97
9999,40
10000,81
10001,89
10002,94
10003,12
10004,42
10005,98
10006,60
10007,6
10008,31
10009,61
10010,22
10011,51
10012,71
10013,15
10014,72
10015,40
10016,12
10017,72
10018,7
10019,24
10020,35
10021,56
10022,10
10023,27
10024,54
10025,7
10026,42
10027,56
10028,70
10029,64
10030,46
10031,85
10032,49
10033,43
10034,38
10035,41
10036,81
10037,94
10038,67
10039,80
10040,44
10041,42
10042,40
10043,87
10044,87
10045,23
10046,24
10047,24
10048,2
10049,26
10050,98
10051,86
10052,24
10053,56
10054,23
10055,34
10056,40
10057,67
10058,96
10059,94
10060,89
10061,89
10062,56
10063,48
10064,72
10065,99
10066,56
10067,38
10068,2
10069,86
10070,81
10071,100
10072,13
10073,53
10074,11
10075,77
10076,42
10077,92
10078,33
10079,57
10080,31
10081,13
10082,89
10083,37
10084,84
10085,26
10086,28
10087,100
10088,47
10089,97
10090,69
10091,75
10092,58
10093,22
10094,49
10095,89
10096,22
10097,20
10098,63
10099,95
10100,3
10101,85
10102,60
10103,63
10104,51
10105,28
10106,46
10107,99
10108,65
10109,32
10110,98
10111,94
10112,63
10113,53
10114,67
10115,92
10116,59
10117,5
10118,48
10119,16
10120,100
10121,84
10122,43
10123,44
10124,68
10125,59
10126,75
10127,97
10128,40
10129,59
10130,25
10131,10
10132,81
10133,65
10134,43
10135,26
10136,57
10137,89
10138,97
10139,23
10140,41
10141,5
10142,37
10143,1
10144,96
10145,69
10146,18
10147,85
10148,100
10149,29
10150,13
10151,62
10152,26
10153,53
10154,75
10155,95
10156,29
10157,26
10158,62
10159,44
10160,1
10161,92
10162,12
10163,12
10164,38
10165,58
10166,97
10167,98
10168,70
10169,17
10170,27
10171,39
10172,47
10173,31
10174,52
10175,86
10176,5
10177,34
10178,74
10179,35
10180,34
10181,61
10182,97
10183,42
10184,12
10185,15
10186,65
10187,28
10188,53
10189,26
10190,30
10191,39
10192,57
10193,80
10194,31
10195,93
10196,3
10197,100
10198,12
10199,12
10200,95
10201,86
10202,2
10203,49
10204,27
10205,10
10206,57
10207,50
10208,9
10209,86
10210,68
10211,75
10212,94
10213,1
10214,30
10215,60
10216,52
10217,44
10218,92
10219,72
10220,19
10221,79
10222,28
10223,87
10224,63
10225,10
10226,49
10227,90
10228,42
10229,74
10230,46
10231,62
10232,18
10233,25
10234,94
10235,86
10236,29
10237,6
10238,29
10239,94
10240,3
10241,6
10242,4
10243,18
10244,100
10245,59
10246,83
10247,28
10248,25
10249,8
10250,86
10251,57
10252,44
10253,77
10254,35
10255,37
10256,7
10257,58
10258,70
10259,57
10260,34
10261,21
10262,42
10263,55
10264,11
10265,39
10266,23
10267,49
10268,99
10269,28
10270,28
10271,49
10272,69
10273,55
10274,40
10275,81
10276,17
10277,14
10278,36
10279,50
10280,82
10281,78
10282,69
10283,15
10284,97
10285,79
10286,99
10287,29
10288,42
10289,84
10290,23
10291,96
10292,48
10293,66
10294,74
10295,100
10296,96
10297,69
10298,20
10299,3
10300,46
10301,53
10302,27
10303,12
10304,61
10305,56
10306,48
10307,87
10308,5
10309,52
10310,71
10311,85
10312,92
10313,67
10314,22
10315,46
10316,44
10317,25
10318,93
10319,80
10320,70
10321,68
10322,55
10323,22
10324,97
10325,97
10326,34
10327,88
10328,15
10329,100
10330,29
10331,69
10332,36
10333,84
10334,19
10335,96
10336,22
10337,33
10338,94
10339,8
10340,61
10341,94
10342,7
10343,20
10344,10
10345,41
10346,47
10347,90
10348,6
10349,36
10350,17
10351,62
10352,32
10353,87
10354,14
10355,7
10356,51
10357,88
10358,84
10359,43
10360,15
10361,97
10362,9
10363,84
10364,4
10365,34
10366,85
10367,31
10368,97
10369,85
10370,94
10371,13
10372,53
10373,46
10374,74
10375,93
10376,44
10377,96
10378,84
10379,32
10380,39
10381,63
10382,66
10383,47
10384,96
10385,41
10386,1
10387,97
10388,50
10389,11
10390,51
10391,62
10392,49
10393,68
10394,27
10395,55
10396,79
10397,91
10398,59
10399,85
10400,52
10401,70
10402,65
10403,99
10404,11
10405,16
10406,1
10407,63
10408,75
10409,88
10410,78
10411,69
10412,100
10413,10
10414,96
10415,97
10416,6
10417,5
10418,75
10419,24
10420,46
10421,48
10422,1
10423,63
10424,90
10425,77
10426,84
10427,27
10428,27
10429,29
10430,15
10431,49
10432,95
10433,95
10434,66
10435,86
10436,61
10437,57
10438,12
10439,77
10440,78
10441,14
10442,19
10443,67
10444,75
10445,65
10446,28
10447,33
10448,98
10449,55
10450,89
10451,96
10452,95
10453,40
10454,45
10455,93
10456,90
10457,95
10458,53
10459,40
10460,47
10461,76
10462,24
10463,60
10464,74
10465,6
10466,83
10467,46
10468,50
10469,65
10470,11
10471,73
10472,66
10473,64
10474,91
10475,22
10476,77
10477,91
10478,75
10479,7
10480,72
10481,17
10482,25
10483,75
10484,79
10485,53
10486,25
10487,35
10488,21
10489,44
10490,79
10491,90
10492,68
10493,49
10494,47
10495,64
10496,96
10497,52
10498,23
10499,8
10500,2
10501,10
10502,7
10503,71
10504,41
10505,23
10506,65
10507,38
10508,23
10509,48
10510,60
10511,84
10512,96
10513,100
10514,82
10515,87
10516,14
10517,77
10518,52
10519,33
10520,20
10521,52
10522,32
10523,9
10524,41
10525,4
10526,4
10527,34
10528,85
10529,17
10530,63
10531,86
10532,27
10533,4
10534,68
10535,43
10536,14
10537,66
10538,42
10539,92
10540,20
10541,78
10542,17
10543,67
10544,30
10545,36
10546,55
10547,65
10548,77
10549,16
10550,35
10551,62
10552,11
10553,99
10554,72
10555,63
10556,18
10557,72
10558,97
10559,20
10560,22
10561,32
10562,44
10563,65
10564,78
10565,30
10566,23
10567,54
10568,82
10569,58
10570,27
10571,65
10572,34
10573,99
10574,98
10575,81
10576,10
10577,76
10578,32
10579,77
10580,36
10581,31
10582,77
10583,34
10584,29
10585,55
10586,52
10587,49
10588,33
10589,44
10590,95
10591,10
10592,58
10593,67
10594,29
10595,47
10596,11
10597,24
10598,91
10599,99
10600,100
10601,59
10602,42
10603,64
10604,88
10605,85
10606,19
10607,84
10608,43
10609,87
10610,12
10611,58
10612,89
10613,68
10614,45
10615,64
10616,48
10617,91
10618,28
10619,21
10620,60
10621,7
10622,25
10623,83
10624,6
10625,19
10626,59
10627,88
10628,79
10629,100
10630,32
10631,70
10632,75
10633,80
10634,69
10635,1
10636,32
10637,78
10638,2
10639,38
10640,59
10641,79
10642,1
10643,91
10644,3
10645,100
10646,9
10647,71
10648,82
10649,76
10650,24
10651,79
10652,79
10653,13
10654,23
10655,56
10656,64
10657,42
10658,76
10659,48
10660,68
10661,43
10662,26
10663,87
10664,79
10665,95
10666,22
10667,57
10668,60
10669,75
10670,34
10671,2
10672,71
10673,4
10674,65
10675,58
10676,98
10677,22
10678,36
10679,32
10680,8
10681,81
10682,96
10683,8
10684,63
10685,22
10686,3
10687,8
10688,99
10689,12
10690,49
10691,66
10692,19
10693,83
10694,16
10695,98
10696,94
10697,30
10698,44
10699,1
10700,34
10701,33
10702,52
10703,45
10704,62
10705,62
10706,14
10707,20
10708,31
10709,40
10710,73
10711,46
10712,23
10713,44
10714,78
10715,18
10716,81
10717,66
10718,17
10719,87
10720,50
10721,90
10722,65
10723,74
10724,78
10725,12
10726,17
10727,25
10728,23
10729,20
10730,78
10731,36
10732,62
10733,62
10734,66
10735,18
10736,68
10737,54
10738,36
10739,69
10740,54
10741,14
10742,32
10743,68
10744,96
10745,48
10746,49
10747,100
10748,90
10749,90
10750,99
10751,40
10752,80
10753,21
10754,71
10755,80
10756,74
10757,60
10758,54
10759,53
10760,48
10761,16
10762,55
10763,93
10764,3
10765,87
10766,7
10767,56
10768,69
10769,78
10770,60
10771,67
10772,75
10773,76
10774,71
10775,75
10776,47
10777,75
10778,74
10779,77
10780,66
10781,83
10782,51
10783,46
10784,55
10785,80
10786,6
10787,26
10788,81
10789,80
10790,46
10791,66
10792,23
10793,96
10794,56
10795,13
10796,21
10797,88
10798,49
10799,76
10800,24
10801,61
10802,8
10803,48
10804,16
10805,8
10806,98
10807,56
10808,84
10809,27
10810,68
10811,97
10812,44
10813,39
10814,11
10815,24
10816,57
10817,49
10818,79
10819,27
10820,91
10821,54
10822,61
10823,94
10824,4
10825,64
10826,8
10827,42
10828,16
10829,73
10830,41
10831,43
10832,71
10833,83
10834,67
10835,45
10836,100
10837,86
10838,79
10839,85
10840,76
10841,59
10842,16
10843,26
10844,95
10845,14
10846,51
10847,75
10848,48
10849,11
10850,19
10851,72
10852,19
10853,95
10854,55
10855,39
10856,2
10857,58
10858,1
10859,17
10860,97
10861,2
10862,62
10863,46
10864,76
10865,95
10866,57
10867,37
10868,44
10869,41
10870,78
10871,35
10872,94
10873,41
10874,55
10875,94
10876,50
10877,9
10878,82
10879,5
10880,9
10881,62
10882,14
10883,3
10884,57
10885,53
10886,63
10887,46
10888,15
10889,32
10890,86
10891,48
10892,44
10893,81
10894,34
10895,58
10896,61
10897,69
10898,25
10899,49
10900,39
10901,75
10902,2
10903,94
10904,23
10905,35
10906,32
10907,66
10908,27
10909,93
10910,11
10911,18
10912,26
10913,88
10914,14
10915,56
10916,90
10917,17
10918,41
10919,48
10920,19
10921,31
10922,87
10923,27
10924,32
10925,11
10926,27
10927,60
10928,39
10929,75
10930,28
10931,57
10932,6
10933,82
10934,80
10935,5
10936,73
10937,44
10938,17
10939,19
10940,38
10941,44
10942,36
10943,5
10944,12
10945,81
10946,11
10947,15
10948,99
10949,24
10950,10
10951,74
10952,87
10953,92
10954,27
10955,74
10956,78
10957,88
10958,67
10959,84
10960,68
10961,40
10962,53
10963,31
10964,19
10965,10
10966,45
10967,20
10968,83
10969,24
10970,28
10971,63
10972,49
10973,79
10974,35
10975,80
10976,83
10977,92
10978,27
10979,63
10980,25
10981,69
10982,68
10983,87
10984,19
10985,10
10986,22
10987,24
10988,91
10989,77
10990,5
10991,47
10992,87
10993,17
10994,71
10995,59
10996,100
10997,9
10998,5
10999,75
11000,16
11001,60
11002,32
11003,68
11004,3
11005,43
11006,94
11007,81
11008,53
11009,42
11010,95
11011,73
11012,94
11013,85
11014,69
11015,80
11016,10
11017,4
11018,51
11019,21
11020,67
11021,98
11022,53
11023,13
11024,66
11025,48
11026,8
11027,54
11028,5
11029,43
11030,3
11031,100
11032,4
11033,62
11034,27
11035,1
11036,36
11037,100
11038,92
11039,75
11040,85
